train/loss,step
2.1161389350891113,0
,0
1.081738829612732,94
,94
0.5029772520065308,188
,188
0.5019332766532898,282
,282
0.47810786962509155,376
,376
0.46445146203041077,470
,470
0.44123220443725586,564
,564
0.3998680114746094,658
,658
0.4230195879936218,752
,752
0.3803912401199341,846
,846
0.34350454807281494,940
,940
0.3904992640018463,1034
,1034
0.3656286597251892,1128
,1128
0.37733787298202515,1222
,1222
0.3531038463115692,1316
,1316
0.34838834404945374,1410
,1410
0.35979047417640686,1504
,1504
0.3758365213871002,1598
,1598
0.385586142539978,1692
,1692
0.3340044617652893,1786
,1786
0.312587708234787,1880
,1880
0.3773239850997925,1974
,1974
0.33854252099990845,2068
,2068
0.3261832594871521,2162
,2162
0.32217568159103394,2256
,2256
0.3723294734954834,2350
,2350
0.33097973465919495,2444
,2444
0.321308434009552,2538
,2538
0.31054961681365967,2632
,2632
0.3670060634613037,2726
,2726
0.3046348989009857,2820
,2820
0.3316251337528229,2914
,2914
0.32568448781967163,3008
,3008
0.33038783073425293,3102
,3102
0.3743360638618469,3196
,3196
0.3115273416042328,3290
,3290
0.3172747790813446,3384
,3384
0.32887643575668335,3478
,3478
0.3125201463699341,3572
,3572
0.33337822556495667,3666
,3666
0.3328952193260193,3760
,3760
0.3197670876979828,3854
,3854
0.28748512268066406,3948
,3948
0.32685956358909607,4042
,4042
0.3157857656478882,4136
,4136
0.28777214884757996,4230
,4230
0.3327874541282654,4324
,4324
0.2792366147041321,4418
,4418
0.2986142933368683,4512
,4512
0.35629352927207947,4606
,4606
0.2749060392379761,4700
,4700
0.28655850887298584,4794
,4794
0.31588804721832275,4888
,4888
0.28559035062789917,4982
,4982
0.2691519856452942,5076
,5076
0.2751672863960266,5170
,5170
0.2988743782043457,5264
,5264
0.26443976163864136,5358
,5358
0.2907000780105591,5452
,5452
0.3379589319229126,5546
,5546
0.300809383392334,5640
,5640
0.2884708046913147,5734
,5734
0.2705262005329132,5828
,5828
0.26572155952453613,5922
,5922
0.27082550525665283,6016
,6016
0.3177570104598999,6110
,6110
0.29153627157211304,6204
,6204
0.26419785618782043,6298
,6298
0.26377782225608826,6392
,6392
0.27354222536087036,6486
,6486
0.2937687635421753,6580
,6580
0.234597846865654,6674
,6674
0.2992100119590759,6768
,6768
0.26683494448661804,6862
,6862
0.298387348651886,6956
,6956
0.2674233317375183,7050
,7050
0.2867863178253174,7144
,7144
0.29056140780448914,7238
,7238
0.2652754485607147,7332
,7332
0.27520066499710083,7426
,7426
0.28432750701904297,7520
,7520
0.2638790011405945,7614
,7614
0.260515958070755,7708
,7708
0.26372385025024414,7802
,7802
0.29201415181159973,7896
,7896
0.23912379145622253,7990
,7990
0.28946104645729065,8084
,8084
0.28912895917892456,8178
,8178
0.25029897689819336,8272
,8272
0.2617799639701843,8366
,8366
0.2486822009086609,8460
,8460
0.2695695757865906,8554
,8554
0.25326961278915405,8648
,8648
0.2509014308452606,8742
,8742
0.25360602140426636,8836
,8836
0.2739885747432709,8930
,8930
0.24003662168979645,9024
,9024
0.2633337378501892,9118
,9118
0.2822597622871399,9212
,9212
0.2500187158584595,9306
,9306
0.2627083659172058,9400
,9400
0.23270393908023834,9494
,9494
0.2542937994003296,9588
,9588
0.27807682752609253,9682
,9682
0.2636747658252716,9776
,9776
0.27145689725875854,9870
,9870
0.28887295722961426,9964
,9964
0.27791842818260193,10058
,10058
0.2515476644039154,10152
,10152
0.23920941352844238,10246
,10246
0.29799795150756836,10340
,10340
0.24769920110702515,10434
,10434
0.2460634857416153,10528
,10528
0.2561092674732208,10622
,10622
0.24540022015571594,10716
,10716
0.2654365599155426,10810
,10810
0.24196189641952515,10904
,10904
0.257018506526947,10998
,10998
0.21070773899555206,11092
,11092
0.24090343713760376,11186
,11186
0.23915612697601318,11280
,11280
0.24183130264282227,11374
,11374
0.22750961780548096,11468
,11468
0.26523557305336,11562
,11562
0.2786463797092438,11656
,11656
0.24268467724323273,11750
,11750
0.2116183489561081,11844
,11844
0.2577648162841797,11938
,11938
0.23719249665737152,12032
,12032
