train/loss,step
2.078803062438965,0
,0
0.8392469882965088,94
,94
0.5679606795310974,188
,188
0.4747790992259979,282
,282
0.47589632868766785,376
,376
0.4898151755332947,470
,470
0.46296757459640503,564
,564
0.48007580637931824,658
,658
0.4418494999408722,752
,752
0.43821972608566284,846
,846
0.37202513217926025,940
,940
0.361936092376709,1034
,1034
0.4029085040092468,1128
,1128
0.40989747643470764,1222
,1222
0.3457065224647522,1316
,1316
0.36366593837738037,1410
,1410
0.3618875741958618,1504
,1504
0.3920418322086334,1598
,1598
0.3250657916069031,1692
,1692
0.37104642391204834,1786
,1786
0.33114200830459595,1880
,1880
0.3893624544143677,1974
,1974
0.33953166007995605,2068
,2068
0.3717076778411865,2162
,2162
0.36181560158729553,2256
,2256
0.3485061526298523,2350
,2350
0.32556915283203125,2444
,2444
0.36504197120666504,2538
,2538
0.3407978415489197,2632
,2632
0.34292852878570557,2726
,2726
0.3685198724269867,2820
,2820
0.34395700693130493,2914
,2914
0.3285353183746338,3008
,3008
0.30816906690597534,3102
,3102
0.32160961627960205,3196
,3196
0.340640127658844,3290
,3290
0.3095622658729553,3384
,3384
0.32015374302864075,3478
,3478
0.3440544307231903,3572
,3572
0.346163272857666,3666
,3666
0.3420279026031494,3760
,3760
0.315881609916687,3854
,3854
0.3261895775794983,3948
,3948
0.336245059967041,4042
,4042
0.3174336552619934,4136
,4136
0.3291473090648651,4230
,4230
0.32127901911735535,4324
,4324
0.30360937118530273,4418
,4418
0.29059141874313354,4512
,4512
0.3259505033493042,4606
,4606
0.3457527756690979,4700
,4700
0.3037738800048828,4794
,4794
0.331373929977417,4888
,4888
0.31177279353141785,4982
,4982
0.3070119023323059,5076
,5076
0.2837422490119934,5170
,5170
0.29040223360061646,5264
,5264
0.26372092962265015,5358
,5358
0.32908201217651367,5452
,5452
0.2952005863189697,5546
,5546
0.33190974593162537,5640
,5640
0.28739461302757263,5734
,5734
0.31617993116378784,5828
,5828
0.2895541489124298,5922
,5922
0.3005039691925049,6016
,6016
0.3097984194755554,6110
,6110
0.2937295436859131,6204
,6204
0.27692916989326477,6298
,6298
0.2587195038795471,6392
,6392
0.28859955072402954,6486
,6486
0.31040239334106445,6580
,6580
0.24861502647399902,6674
,6674
0.2982199192047119,6768
,6768
0.2879130244255066,6862
,6862
0.28035658597946167,6956
,6956
0.3159973621368408,7050
,7050
0.29299843311309814,7144
,7144
0.30076897144317627,7238
,7238
0.3052222728729248,7332
,7332
0.2797132730484009,7426
,7426
0.29417797923088074,7520
,7520
0.286811888217926,7614
,7614
0.2932567298412323,7708
,7708
0.28477275371551514,7802
,7802
0.29519128799438477,7896
,7896
0.3123115301132202,7990
,7990
0.297451913356781,8084
,8084
0.2776399850845337,8178
,8178
0.30146440863609314,8272
,8272
0.2530616223812103,8366
,8366
0.2762216031551361,8460
,8460
0.2698177397251129,8554
,8554
0.28917384147644043,8648
,8648
0.286409854888916,8742
,8742
0.27220234274864197,8836
,8836
0.254743754863739,8930
,8930
0.30062901973724365,9024
,9024
0.26065629720687866,9118
,9118
0.2562442421913147,9212
,9212
0.2637469470500946,9306
,9306
0.3205500841140747,9400
,9400
0.26221638917922974,9494
,9494
0.26343727111816406,9588
,9588
0.26544439792633057,9682
,9682
0.29274120926856995,9776
,9776
0.26015985012054443,9870
,9870
0.23323890566825867,9964
,9964
0.2827191948890686,10058
,10058
0.2460329830646515,10152
,10152
0.2743195593357086,10246
,10246
0.26007238030433655,10340
,10340
0.2555396556854248,10434
,10434
0.2667697072029114,10528
,10528
0.25780001282691956,10622
,10622
0.2695878744125366,10716
,10716
0.27516478300094604,10810
,10810
0.24744734168052673,10904
,10904
0.2297074794769287,10998
,10998
0.2678047716617584,11092
,11092
0.25767701864242554,11186
,11186
0.24035513401031494,11280
,11280
0.261723130941391,11374
,11374
0.2677175998687744,11468
,11468
0.28471773862838745,11562
,11562
0.2361632138490677,11656
,11656
0.24013087153434753,11750
,11750
0.2677329182624817,11844
,11844
0.2759796977043152,11938
,11938
0.23499031364917755,12032
,12032
0.26828673481941223,12126
,12126
0.2809657156467438,12220
,12220
0.27648070454597473,12314
,12314
0.2672732472419739,12408
,12408
0.2640553116798401,12502
,12502
0.2429453730583191,12596
,12596
0.28322121500968933,12690
,12690
0.25752705335617065,12784
,12784
0.25595006346702576,12878
,12878
0.26802748441696167,12972
,12972
0.27309542894363403,13066
,13066
0.21920537948608398,13160
,13160
0.24632509052753448,13254
,13254
0.25054389238357544,13348
,13348
0.23316612839698792,13442
,13442
0.28913480043411255,13536
,13536
0.2648863196372986,13630
,13630
0.24100209772586823,13724
,13724
0.23831167817115784,13818
,13818
0.26908189058303833,13912
,13912
0.2654763162136078,14006
,14006
0.2559421956539154,14100
,14100
0.22087138891220093,14194
,14194
0.22250093519687653,14288
,14288
0.2575785219669342,14382
,14382
0.247282475233078,14476
,14476
0.28658533096313477,14570
,14570
0.2765883207321167,14664
,14664
0.22539351880550385,14758
,14758
0.22953113913536072,14852
,14852
0.21532531082630157,14946
,14946
0.25373575091362,15040
,15040
0.24547219276428223,15134
,15134
0.265849232673645,15228
,15228
0.2609793543815613,15322
,15322
0.2632746994495392,15416
,15416
0.24270005524158478,15510
,15510
0.24644939601421356,15604
,15604
0.25058311223983765,15698
